facility_name,city,sector,department_name,date_iso,energy_type,scope,consumption_amount,co2_emission_tons
Rhineland Production Facility,Berlin,Automotive Supply,maintenance repair,2022-06-21,Natural Gas,,1359.46,0.4179
Rhineland Production Facility,Berlin,Automotive Supply,quality control,2022-06-21,Natural Gas,,1359.46,0.4179
Rhineland Production Facility,Berlin,Automotive Supply,Finance & Accounting,2022-06-24,Electricity,Scope 1,1554.99,1.3119
Rhineland Production Facility,Berlin,Automotive Supply,Logistics,2022-06-24,Electricity,Scope 1,1554.99,1.3119
Rhineland Production Facility,Berlin,Automotive Supply,maintenance repair,2022-06-24,Electricity,Scope 1,1554.99,1.3119
Rhineland Production Facility,Berlin,Automotive Supply,quality control,2022-06-24,Electricity,Scope 1,1554.99,1.3119
Rhineland Production Facility,Berlin,Automotive Supply,Finance & Accounting,2022-07-02,Diesel,Scope 2,995.53,
Rhineland Production Facility,Berlin,Automotive Supply,Logistics,2022-07-02,Diesel,Scope 2,995.53,
Rhineland Production Facility,Berlin,Automotive Supply,maintenance repair,2022-07-02,Diesel,Scope 2,995.53,
Rhineland Production Facility,Berlin,Automotive Supply,quality control,2022-07-02,Diesel,Scope 2,995.53,
Rhineland Production Facility,Berlin,Automotive Supply,Finance & Accounting,2022-07-02,Natural Gas,,874.87,0.6738
Rhineland Production Facility,Berlin,Automotive Supply,Logistics,2022-07-02,Natural Gas,,874.87,0.6738
Rhineland Production Facility,Berlin,Automotive Supply,maintenance repair,2022-07-02,Natural Gas,,874.87,0.6738
Rhineland Production Facility,Berlin,Automotive Supply,quality control,2022-07-02,Natural Gas,,874.87,0.6738
Rhineland Production Facility,Berlin,Automotive Supply,Finance & Accounting,2022-07-20,Natural Gas,Scope 1,425.83,0.2193
Rhineland Production Facility,Berlin,Automotive Supply,Logistics,2022-07-20,Natural Gas,Scope 1,425.83,0.2193
Rhineland Production Facility,Berlin,Automotive Supply,maintenance repair,2022-07-20,Natural Gas,Scope 1,425.83,0.2193
Rhineland Production Facility,Berlin,Automotive Supply,quality control,2022-07-20,Natural Gas,Scope 1,425.83,0.2193
Rhineland Production Facility,Berlin,Automotive Supply,Finance & Accounting,2022-07-25,Electricity,,727.0,
Rhineland Production Facility,Berlin,Automotive Supply,Logistics,2022-07-25,Electricity,,727.0,
Rhineland Production Facility,Berlin,Automotive Supply,maintenance repair,2022-07-25,Electricity,,727.0,
Rhineland Production Facility,Berlin,Automotive Supply,quality control,2022-07-25,Electricity,,727.0,
Rhineland Production Facility,Berlin,Automotive Supply,Finance & Accounting,2022-07-25,Electricity,Scope 2,481.48,0.3942
Rhineland Production Facility,Berlin,Automotive Supply,Logistics,2022-07-25,Electricity,Scope 2,481.48,0.3942
Rhineland Production Facility,Berlin,Automotive Supply,maintenance repair,2022-07-25,Electricity,Scope 2,481.48,0.3942
Rhineland Production Facility,Berlin,Automotive Supply,quality control,2022-07-25,Electricity,Scope 2,481.48,0.3942
Rhineland Production Facility,Berlin,Automotive Supply,Finance & Accounting,2022-08-01,Electricity,Scope 2,1399.56,1.0201
Rhineland Production Facility,Berlin,Automotive Supply,Logistics,2022-08-01,Electricity,Scope 2,1399.56,1.0201
Rhineland Production Facility,Berlin,Automotive Supply,maintenance repair,2022-08-01,Electricity,Scope 2,1399.56,1.0201
Rhineland Production Facility,Berlin,Automotive Supply,quality control,2022-08-01,Electricity,Scope 2,1399.56,1.0201
Rhineland Production Facility,Berlin,Automotive Supply,Finance & Accounting,2022-08-10,Electricity,Scope 2,1475.11,0.684
Rhineland Production Facility,Berlin,Automotive Supply,Logistics,2022-08-10,Electricity,Scope 2,1475.11,0.684
Rhineland Production Facility,Berlin,Automotive Supply,maintenance repair,2022-08-10,Electricity,Scope 2,1475.11,0.684
Rhineland Production Facility,Berlin,Automotive Supply,quality control,2022-08-10,Electricity,Scope 2,1475.11,0.684
Rhineland Production Facility,Berlin,Automotive Supply,Finance & Accounting,2022-08-16,Natural Gas,Scope 2,601.4,0.4445
Rhineland Production Facility,Berlin,Automotive Supply,Logistics,2022-08-16,Natural Gas,Scope 2,601.4,0.4445
Rhineland Production Facility,Berlin,Automotive Supply,maintenance repair,2022-08-16,Natural Gas,Scope 2,601.4,0.4445
Rhineland Production Facility,Berlin,Automotive Supply,quality control,2022-08-16,Natural Gas,Scope 2,601.4,0.4445
Rhineland Production Facility,Berlin,Automotive Supply,Finance & Accounting,2022-08-17,Diesel,Scope 2,2396.54,1.2703
Rhineland Production Facility,Berlin,Automotive Supply,Logistics,2022-08-17,Diesel,Scope 2,2396.54,1.2703
Rhineland Production Facility,Berlin,Automotive Supply,maintenance repair,2022-08-17,Diesel,Scope 2,2396.54,1.2703
Rhineland Production Facility,Berlin,Automotive Supply,quality control,2022-08-17,Diesel,Scope 2,2396.54,1.2703
Rhineland Production Facility,Berlin,Automotive Supply,Finance & Accounting,2022-08-20,Natural Gas,,,0.4671
Rhineland Production Facility,Berlin,Automotive Supply,Logistics,2022-08-20,Natural Gas,,,0.4671
Rhineland Production Facility,Berlin,Automotive Supply,maintenance repair,2022-08-20,Natural Gas,,,0.4671
Rhineland Production Facility,Berlin,Automotive Supply,quality control,2022-08-20,Natural Gas,,,0.4671
Rhineland Production Facility,Berlin,Automotive Supply,Finance & Accounting,2022-08-22,Natural Gas,,852.49,0.6007
Rhineland Production Facility,Berlin,Automotive Supply,Logistics,2022-08-22,Natural Gas,,852.49,0.6007
Rhineland Production Facility,Berlin,Automotive Supply,maintenance repair,2022-08-22,Natural Gas,,852.49,0.6007
Rhineland Production Facility,Berlin,Automotive Supply,quality control,2022-08-22,Natural Gas,,852.49,0.6007
Rhineland Production Facility,Berlin,Automotive Supply,Finance & Accounting,2022-08-25,Diesel,Scope 2,3208.25,1.7153
Rhineland Production Facility,Berlin,Automotive Supply,Logistics,2022-08-25,Diesel,Scope 2,3208.25,1.7153
Rhineland Production Facility,Berlin,Automotive Supply,maintenance repair,2022-08-25,Diesel,Scope 2,3208.25,1.7153
Rhineland Production Facility,Berlin,Automotive Supply,quality control,2022-08-25,Diesel,Scope 2,3208.25,1.7153
Rhineland Production Facility,Berlin,Automotive Supply,Finance & Accounting,2022-08-27,Electricity,Scope 2,1103.89,0.5296
Rhineland Production Facility,Berlin,Automotive Supply,Logistics,2022-08-27,Electricity,Scope 2,1103.89,0.5296
Rhineland Production Facility,Berlin,Automotive Supply,maintenance repair,2022-08-27,Electricity,Scope 2,1103.89,0.5296
Rhineland Production Facility,Berlin,Automotive Supply,quality control,2022-08-27,Electricity,Scope 2,1103.89,0.5296
Rhineland Production Facility,Berlin,Automotive Supply,Finance & Accounting,2022-08-28,Natural Gas,Scope 1,1874.47,0.9936
Rhineland Production Facility,Berlin,Automotive Supply,Logistics,2022-08-28,Natural Gas,Scope 1,1874.47,0.9936
Rhineland Production Facility,Berlin,Automotive Supply,maintenance repair,2022-08-28,Natural Gas,Scope 1,1874.47,0.9936
Rhineland Production Facility,Berlin,Automotive Supply,quality control,2022-08-28,Natural Gas,Scope 1,1874.47,0.9936
Rhineland Production Facility,Berlin,Automotive Supply,Finance & Accounting,2022-10-25,Electricity,Scope 1,631.25,0.4271
Rhineland Production Facility,Berlin,Automotive Supply,Logistics,2022-10-25,Electricity,Scope 1,631.25,0.4271
Rhineland Production Facility,Berlin,Automotive Supply,maintenance repair,2022-10-25,Electricity,Scope 1,631.25,0.4271
Rhineland Production Facility,Berlin,Automotive Supply,quality control,2022-10-25,Electricity,Scope 1,631.25,0.4271
Rhineland Production Facility,Berlin,Automotive Supply,Finance & Accounting,2022-10-27,Lpg,,2162.74,0.9766
Rhineland Production Facility,Berlin,Automotive Supply,Logistics,2022-10-27,Lpg,,2162.74,0.9766
Rhineland Production Facility,Berlin,Automotive Supply,maintenance repair,2022-10-27,Lpg,,2162.74,0.9766
Rhineland Production Facility,Berlin,Automotive Supply,quality control,2022-10-27,Lpg,,2162.74,0.9766
Rhineland Production Facility,Berlin,Automotive Supply,Finance & Accounting,2022-11-03,Electricity,Scope 2,1715.41,1.2751
Rhineland Production Facility,Berlin,Automotive Supply,Logistics,2022-11-03,Electricity,Scope 2,1715.41,1.2751
Rhineland Production Facility,Berlin,Automotive Supply,maintenance repair,2022-11-03,Electricity,Scope 2,1715.41,1.2751
Rhineland Production Facility,Berlin,Automotive Supply,quality control,2022-11-03,Electricity,Scope 2,1715.41,1.2751
Rhineland Production Facility,Berlin,Automotive Supply,Finance & Accounting,2022-11-13,Diesel,Scope 1,869.43,0.719
Rhineland Production Facility,Berlin,Automotive Supply,Logistics,2022-11-13,Diesel,Scope 1,869.43,0.719
Rhineland Production Facility,Berlin,Automotive Supply,maintenance repair,2022-11-13,Diesel,Scope 1,869.43,0.719
Rhineland Production Facility,Berlin,Automotive Supply,quality control,2022-11-13,Diesel,Scope 1,869.43,0.719
Rhineland Production Facility,Berlin,Automotive Supply,Finance & Accounting,2022-11-16,Natural Gas,Scope 2,1897.73,1.0263
Rhineland Production Facility,Berlin,Automotive Supply,Logistics,2022-11-16,Natural Gas,Scope 2,1897.73,1.0263
Rhineland Production Facility,Berlin,Automotive Supply,maintenance repair,2022-11-16,Natural Gas,Scope 2,1897.73,1.0263
Rhineland Production Facility,Berlin,Automotive Supply,quality control,2022-11-16,Natural Gas,Scope 2,1897.73,1.0263
Rhineland Production Facility,Berlin,Automotive Supply,Finance & Accounting,2022-11-20,Diesel,Scope 1,1001.9,0.7589
Rhineland Production Facility,Berlin,Automotive Supply,Logistics,2022-11-20,Diesel,Scope 1,1001.9,0.7589
Rhineland Production Facility,Berlin,Automotive Supply,maintenance repair,2022-11-20,Diesel,Scope 1,1001.9,0.7589
Rhineland Production Facility,Berlin,Automotive Supply,quality control,2022-11-20,Diesel,Scope 1,1001.9,0.7589
Rhineland Production Facility,Berlin,Automotive Supply,Finance & Accounting,2022-11-28,Natural Gas,Scope 1,3003.6,
Rhineland Production Facility,Berlin,Automotive Supply,Logistics,2022-11-28,Natural Gas,Scope 1,3003.6,
Rhineland Production Facility,Berlin,Automotive Supply,maintenance repair,2022-11-28,Natural Gas,Scope 1,3003.6,
Rhineland Production Facility,Berlin,Automotive Supply,quality control,2022-11-28,Natural Gas,Scope 1,3003.6,
Rhineland Production Facility,Berlin,Automotive Supply,Finance & Accounting,2022-12-09,Diesel,,2461.09,0.7907
Rhineland Production Facility,Berlin,Automotive Supply,Logistics,2022-12-09,Diesel,,2461.09,0.7907
Rhineland Production Facility,Berlin,Automotive Supply,maintenance repair,2022-12-09,Diesel,,2461.09,0.7907
Rhineland Production Facility,Berlin,Automotive Supply,quality control,2022-12-09,Diesel,,2461.09,0.7907
Rhineland Production Facility,Berlin,Automotive Supply,Finance & Accounting,2022-12-25,Natural Gas,,1101.59,0.7175
Rhineland Production Facility,Berlin,Automotive Supply,Logistics,2022-12-25,Natural Gas,,1101.59,0.7175
Rhineland Production Facility,Berlin,Automotive Supply,maintenance repair,2022-12-25,Natural Gas,,1101.59,0.7175
Rhineland Production Facility,Berlin,Automotive Supply,quality control,2022-12-25,Natural Gas,,1101.59,0.7175
Rhineland Production Facility,Berlin,Automotive Supply,Finance & Accounting,2023-01-02,Electricity,Scope 2,795.07,0.4388
Rhineland Production Facility,Berlin,Automotive Supply,Logistics,2023-01-02,Electricity,Scope 2,795.07,0.4388
Rhineland Production Facility,Berlin,Automotive Supply,maintenance repair,2023-01-02,Electricity,Scope 2,795.07,0.4388
Rhineland Production Facility,Berlin,Automotive Supply,quality control,2023-01-02,Electricity,Scope 2,795.07,0.4388
Rhineland Production Facility,Berlin,Automotive Supply,Finance & Accounting,2023-01-06,Diesel,Scope 2,1086.24,0.6258
Rhineland Production Facility,Berlin,Automotive Supply,Logistics,2023-01-06,Diesel,Scope 2,1086.24,0.6258
Rhineland Production Facility,Berlin,Automotive Supply,maintenance repair,2023-01-06,Diesel,Scope 2,1086.24,0.6258
Rhineland Production Facility,Berlin,Automotive Supply,quality control,2023-01-06,Diesel,Scope 2,1086.24,0.6258
Rhineland Production Facility,Berlin,Automotive Supply,Finance & Accounting,2023-02-13,Natural Gas,,938.11,
Rhineland Production Facility,Berlin,Automotive Supply,Logistics,2023-02-13,Natural Gas,,938.11,
Rhineland Production Facility,Berlin,Automotive Supply,maintenance repair,2023-02-13,Natural Gas,,938.11,
Rhineland Production Facility,Berlin,Automotive Supply,quality control,2023-02-13,Natural Gas,,938.11,
Rhineland Production Facility,Berlin,Automotive Supply,Finance & Accounting,2023-02-24,Petrol,Scope 2,700.34,0.4028
Rhineland Production Facility,Berlin,Automotive Supply,Logistics,2023-02-24,Petrol,Scope 2,700.34,0.4028
Rhineland Production Facility,Berlin,Automotive Supply,maintenance repair,2023-02-24,Petrol,Scope 2,700.34,0.4028
Rhineland Production Facility,Berlin,Automotive Supply,quality control,2023-02-24,Petrol,Scope 2,700.34,0.4028
Rhineland Production Facility,Berlin,Automotive Supply,Finance & Accounting,2023-03-09,Electricity,Scope 1,436.28,0.3286
Rhineland Production Facility,Berlin,Automotive Supply,Logistics,2023-03-09,Electricity,Scope 1,436.28,0.3286
Rhineland Production Facility,Berlin,Automotive Supply,maintenance repair,2023-03-09,Electricity,Scope 1,436.28,0.3286
Rhineland Production Facility,Berlin,Automotive Supply,quality control,2023-03-09,Electricity,Scope 1,436.28,0.3286
Rhineland Production Facility,Berlin,Automotive Supply,Finance & Accounting,2023-03-18,Natural Gas,Scope 1,456.43,0.341
Rhineland Production Facility,Berlin,Automotive Supply,Logistics,2023-03-18,Natural Gas,Scope 1,456.43,0.341
Rhineland Production Facility,Berlin,Automotive Supply,maintenance repair,2023-03-18,Natural Gas,Scope 1,456.43,0.341
Rhineland Production Facility,Berlin,Automotive Supply,quality control,2023-03-18,Natural Gas,Scope 1,456.43,0.341
Rhineland Production Facility,Berlin,Automotive Supply,Finance & Accounting,2023-03-22,Petrol,,506.37,0.3678
Rhineland Production Facility,Berlin,Automotive Supply,Logistics,2023-03-22,Petrol,,506.37,0.3678
Rhineland Production Facility,Berlin,Automotive Supply,maintenance repair,2023-03-22,Petrol,,506.37,0.3678
Rhineland Production Facility,Berlin,Automotive Supply,quality control,2023-03-22,Petrol,,506.37,0.3678
Rhineland Production Facility,Berlin,Automotive Supply,Finance & Accounting,2023-03-23,Natural Gas,Scope 2,448.01,0.2028
Rhineland Production Facility,Berlin,Automotive Supply,Logistics,2023-03-23,Natural Gas,Scope 2,448.01,0.2028
Rhineland Production Facility,Berlin,Automotive Supply,maintenance repair,2023-03-23,Natural Gas,Scope 2,448.01,0.2028
Rhineland Production Facility,Berlin,Automotive Supply,quality control,2023-03-23,Natural Gas,Scope 2,448.01,0.2028
Rhineland Production Facility,Berlin,Automotive Supply,Finance & Accounting,2023-03-29,Electricity,,1067.87,0.8174
Rhineland Production Facility,Berlin,Automotive Supply,Logistics,2023-03-29,Electricity,,1067.87,0.8174
Rhineland Production Facility,Berlin,Automotive Supply,maintenance repair,2023-03-29,Electricity,,1067.87,0.8174
Rhineland Production Facility,Berlin,Automotive Supply,quality control,2023-03-29,Electricity,,1067.87,0.8174
Rhineland Production Facility,Berlin,Automotive Supply,Finance & Accounting,2023-03-30,Natural Gas,Scope 1,1538.4,0.6493
Rhineland Production Facility,Berlin,Automotive Supply,Logistics,2023-03-30,Natural Gas,Scope 1,1538.4,0.6493
Rhineland Production Facility,Berlin,Automotive Supply,maintenance repair,2023-03-30,Natural Gas,Scope 1,1538.4,0.6493
Rhineland Production Facility,Berlin,Automotive Supply,quality control,2023-03-30,Natural Gas,Scope 1,1538.4,0.6493
Rhineland Production Facility,Berlin,Automotive Supply,Finance & Accounting,2023-04-03,Natural Gas,,440.32,0.2967
Rhineland Production Facility,Berlin,Automotive Supply,Logistics,2023-04-03,Natural Gas,,440.32,0.2967
Rhineland Production Facility,Berlin,Automotive Supply,maintenance repair,2023-04-03,Natural Gas,,440.32,0.2967
Rhineland Production Facility,Berlin,Automotive Supply,quality control,2023-04-03,Natural Gas,,440.32,0.2967
Rhineland Production Facility,Berlin,Automotive Supply,Finance & Accounting,2023-04-12,Diesel,,925.54,0.6164
Rhineland Production Facility,Berlin,Automotive Supply,Logistics,2023-04-12,Diesel,,925.54,0.6164
Rhineland Production Facility,Berlin,Automotive Supply,maintenance repair,2023-04-12,Diesel,,925.54,0.6164
Rhineland Production Facility,Berlin,Automotive Supply,quality control,2023-04-12,Diesel,,925.54,0.6164
Rhineland Production Facility,Berlin,Automotive Supply,Finance & Accounting,2023-04-18,Diesel,Scope 1,984.77,0.321
Rhineland Production Facility,Berlin,Automotive Supply,Logistics,2023-04-18,Diesel,Scope 1,984.77,0.321
Rhineland Production Facility,Berlin,Automotive Supply,maintenance repair,2023-04-18,Diesel,Scope 1,984.77,0.321
Rhineland Production Facility,Berlin,Automotive Supply,quality control,2023-04-18,Diesel,Scope 1,984.77,0.321
Rhineland Production Facility,Berlin,Automotive Supply,Finance & Accounting,2023-04-21,Natural Gas,Scope 2,2180.13,1.4669
Rhineland Production Facility,Berlin,Automotive Supply,Logistics,2023-04-21,Natural Gas,Scope 2,2180.13,1.4669
Rhineland Production Facility,Berlin,Automotive Supply,maintenance repair,2023-04-21,Natural Gas,Scope 2,2180.13,1.4669
Rhineland Production Facility,Berlin,Automotive Supply,quality control,2023-04-21,Natural Gas,Scope 2,2180.13,1.4669
Rhineland Production Facility,Berlin,Automotive Supply,Finance & Accounting,2023-05-02,Natural Gas,Scope 2,1005.27,0.6804
Rhineland Production Facility,Berlin,Automotive Supply,Logistics,2023-05-02,Natural Gas,Scope 2,1005.27,0.6804
Rhineland Production Facility,Berlin,Automotive Supply,maintenance repair,2023-05-02,Natural Gas,Scope 2,1005.27,0.6804
Rhineland Production Facility,Berlin,Automotive Supply,quality control,2023-05-02,Natural Gas,Scope 2,1005.27,0.6804
Rhineland Production Facility,Berlin,Automotive Supply,Finance & Accounting,2023-05-02,Petrol,Scope 1,1212.79,0.8556
Rhineland Production Facility,Berlin,Automotive Supply,Logistics,2023-05-02,Petrol,Scope 1,1212.79,0.8556
Rhineland Production Facility,Berlin,Automotive Supply,maintenance repair,2023-05-02,Petrol,Scope 1,1212.79,0.8556
Rhineland Production Facility,Berlin,Automotive Supply,quality control,2023-05-02,Petrol,Scope 1,1212.79,0.8556
Rhineland Production Facility,Berlin,Automotive Supply,Finance & Accounting,2023-05-26,Lpg,Scope 2,1314.61,0.6198
Rhineland Production Facility,Berlin,Automotive Supply,Logistics,2023-05-26,Lpg,Scope 2,1314.61,0.6198
Rhineland Production Facility,Berlin,Automotive Supply,maintenance repair,2023-05-26,Lpg,Scope 2,1314.61,0.6198
Rhineland Production Facility,Berlin,Automotive Supply,quality control,2023-05-26,Lpg,Scope 2,1314.61,0.6198
Rhineland Production Facility,Berlin,Automotive Supply,Finance & Accounting,2023-05-28,Electricity,,1758.17,1.0834
Rhineland Production Facility,Berlin,Automotive Supply,Logistics,2023-05-28,Electricity,,1758.17,1.0834
Rhineland Production Facility,Berlin,Automotive Supply,maintenance repair,2023-05-28,Electricity,,1758.17,1.0834
Rhineland Production Facility,Berlin,Automotive Supply,quality control,2023-05-28,Electricity,,1758.17,1.0834
Rhineland Production Facility,Berlin,Automotive Supply,Finance & Accounting,2023-06-02,Electricity,Scope 2,993.97,0.6366
Rhineland Production Facility,Berlin,Automotive Supply,Logistics,2023-06-02,Electricity,Scope 2,993.97,0.6366
Rhineland Production Facility,Berlin,Automotive Supply,maintenance repair,2023-06-02,Electricity,Scope 2,993.97,0.6366
Rhineland Production Facility,Berlin,Automotive Supply,quality control,2023-06-02,Electricity,Scope 2,993.97,0.6366
Rhineland Production Facility,Berlin,Automotive Supply,Finance & Accounting,2023-06-05,Lpg,,1240.93,0.7476
Rhineland Production Facility,Berlin,Automotive Supply,Logistics,2023-06-05,Lpg,,1240.93,0.7476
Rhineland Production Facility,Berlin,Automotive Supply,maintenance repair,2023-06-05,Lpg,,1240.93,0.7476
Rhineland Production Facility,Berlin,Automotive Supply,quality control,2023-06-05,Lpg,,1240.93,0.7476
Rhineland Production Facility,Berlin,Automotive Supply,Finance & Accounting,2023-06-07,Diesel,,2758.68,
Rhineland Production Facility,Berlin,Automotive Supply,Logistics,2023-06-07,Diesel,,2758.68,
Rhineland Production Facility,Berlin,Automotive Supply,maintenance repair,2023-06-07,Diesel,,2758.68,
Rhineland Production Facility,Berlin,Automotive Supply,quality control,2023-06-07,Diesel,,2758.68,
Rhineland Production Facility,Berlin,Automotive Supply,Finance & Accounting,2023-06-10,Natural Gas,Scope 2,3268.31,1.8498
Rhineland Production Facility,Berlin,Automotive Supply,Logistics,2023-06-10,Natural Gas,Scope 2,3268.31,1.8498
Rhineland Production Facility,Berlin,Automotive Supply,maintenance repair,2023-06-10,Natural Gas,Scope 2,3268.31,1.8498
Rhineland Production Facility,Berlin,Automotive Supply,quality control,2023-06-10,Natural Gas,Scope 2,3268.31,1.8498
Rhineland Production Facility,Berlin,Automotive Supply,Finance & Accounting,2023-06-23,Diesel,Scope 2,1084.13,0.2927
Rhineland Production Facility,Berlin,Automotive Supply,Logistics,2023-06-23,Diesel,Scope 2,1084.13,0.2927
Rhineland Production Facility,Berlin,Automotive Supply,maintenance repair,2023-06-23,Diesel,Scope 2,1084.13,0.2927
Rhineland Production Facility,Berlin,Automotive Supply,quality control,2023-06-23,Diesel,Scope 2,1084.13,0.2927
Rhineland Production Facility,Berlin,Automotive Supply,Finance & Accounting,2023-06-28,Diesel,Scope 1,1178.31,0.5818
Rhineland Production Facility,Berlin,Automotive Supply,Logistics,2023-06-28,Diesel,Scope 1,1178.31,0.5818
Rhineland Production Facility,Berlin,Automotive Supply,maintenance repair,2023-06-28,Diesel,Scope 1,1178.31,0.5818
Rhineland Production Facility,Berlin,Automotive Supply,quality control,2023-06-28,Diesel,Scope 1,1178.31,0.5818
Rhineland Production Facility,Berlin,Automotive Supply,Finance & Accounting,2023-06-29,Electricity,Scope 2,861.85,0.4481
Rhineland Production Facility,Berlin,Automotive Supply,Logistics,2023-06-29,Electricity,Scope 2,861.85,0.4481
Rhineland Production Facility,Berlin,Automotive Supply,maintenance repair,2023-06-29,Electricity,Scope 2,861.85,0.4481
Rhineland Production Facility,Berlin,Automotive Supply,quality control,2023-06-29,Electricity,Scope 2,861.85,0.4481
Rhineland Production Facility,Berlin,Automotive Supply,Finance & Accounting,2023-07-05,Electricity,Scope 1,1012.16,0.7287
Rhineland Production Facility,Berlin,Automotive Supply,Logistics,2023-07-05,Electricity,Scope 1,1012.16,0.7287
Rhineland Production Facility,Berlin,Automotive Supply,maintenance repair,2023-07-05,Electricity,Scope 1,1012.16,0.7287
Rhineland Production Facility,Berlin,Automotive Supply,quality control,2023-07-05,Electricity,Scope 1,1012.16,0.7287
Rhineland Production Facility,Berlin,Automotive Supply,Finance & Accounting,2023-07-17,Diesel,,265.52,0.1593
Rhineland Production Facility,Berlin,Automotive Supply,Logistics,2023-07-17,Diesel,,265.52,0.1593
Rhineland Production Facility,Berlin,Automotive Supply,maintenance repair,2023-07-17,Diesel,,265.52,0.1593
Rhineland Production Facility,Berlin,Automotive Supply,quality control,2023-07-17,Diesel,,265.52,0.1593
Rhineland Production Facility,Berlin,Automotive Supply,Finance & Accounting,2023-07-18,Electricity,Scope 2,1559.4,1.1868
Rhineland Production Facility,Berlin,Automotive Supply,Logistics,2023-07-18,Electricity,Scope 2,1559.4,1.1868
Rhineland Production Facility,Berlin,Automotive Supply,maintenance repair,2023-07-18,Electricity,Scope 2,1559.4,1.1868
Rhineland Production Facility,Berlin,Automotive Supply,quality control,2023-07-18,Electricity,Scope 2,1559.4,1.1868
Rhineland Production Facility,Berlin,Automotive Supply,Finance & Accounting,2023-07-28,Diesel,Scope 2,552.07,0.2802
Rhineland Production Facility,Berlin,Automotive Supply,Logistics,2023-07-28,Diesel,Scope 2,552.07,0.2802
Rhineland Production Facility,Berlin,Automotive Supply,maintenance repair,2023-07-28,Diesel,Scope 2,552.07,0.2802
Rhineland Production Facility,Berlin,Automotive Supply,quality control,2023-07-28,Diesel,Scope 2,552.07,0.2802
Rhineland Production Facility,Berlin,Automotive Supply,Finance & Accounting,2023-08-01,Petrol,,909.18,0.2566
Rhineland Production Facility,Berlin,Automotive Supply,Logistics,2023-08-01,Petrol,,909.18,0.2566
Rhineland Production Facility,Berlin,Automotive Supply,maintenance repair,2023-08-01,Petrol,,909.18,0.2566
Rhineland Production Facility,Berlin,Automotive Supply,quality control,2023-08-01,Petrol,,909.18,0.2566
Rhineland Production Facility,Berlin,Automotive Supply,Finance & Accounting,2023-08-08,Electricity,Scope 1,1242.06,
Rhineland Production Facility,Berlin,Automotive Supply,Logistics,2023-08-08,Electricity,Scope 1,1242.06,
Rhineland Production Facility,Berlin,Automotive Supply,maintenance repair,2023-08-08,Electricity,Scope 1,1242.06,
Rhineland Production Facility,Berlin,Automotive Supply,quality control,2023-08-08,Electricity,Scope 1,1242.06,
Rhineland Production Facility,Berlin,Automotive Supply,Finance & Accounting,2023-08-09,Natural Gas,Scope 2,313.44,0.1614
Rhineland Production Facility,Berlin,Automotive Supply,Logistics,2023-08-09,Natural Gas,Scope 2,313.44,0.1614
Rhineland Production Facility,Berlin,Automotive Supply,maintenance repair,2023-08-09,Natural Gas,Scope 2,313.44,0.1614
Rhineland Production Facility,Berlin,Automotive Supply,quality control,2023-08-09,Natural Gas,Scope 2,313.44,0.1614
Rhineland Production Facility,Berlin,Automotive Supply,Finance & Accounting,2023-08-10,Diesel,Scope 1,1038.82,0.5652
Rhineland Production Facility,Berlin,Automotive Supply,Logistics,2023-08-10,Diesel,Scope 1,1038.82,0.5652
Rhineland Production Facility,Berlin,Automotive Supply,maintenance repair,2023-08-10,Diesel,Scope 1,1038.82,0.5652
Rhineland Production Facility,Berlin,Automotive Supply,quality control,2023-08-10,Diesel,Scope 1,1038.82,0.5652
Rhineland Production Facility,Berlin,Automotive Supply,Finance & Accounting,2023-08-16,Electricity,Scope 2,873.52,0.484
Rhineland Production Facility,Berlin,Automotive Supply,Logistics,2023-08-16,Electricity,Scope 2,873.52,0.484
Rhineland Production Facility,Berlin,Automotive Supply,maintenance repair,2023-08-16,Electricity,Scope 2,873.52,0.484
Rhineland Production Facility,Berlin,Automotive Supply,quality control,2023-08-16,Electricity,Scope 2,873.52,0.484
Rhineland Production Facility,Berlin,Automotive Supply,Finance & Accounting,2023-08-25,Electricity,Scope 1,1383.39,0.8429
Rhineland Production Facility,Berlin,Automotive Supply,Logistics,2023-08-25,Electricity,Scope 1,1383.39,0.8429
Rhineland Production Facility,Berlin,Automotive Supply,maintenance repair,2023-08-25,Electricity,Scope 1,1383.39,0.8429
Rhineland Production Facility,Berlin,Automotive Supply,quality control,2023-08-25,Electricity,Scope 1,1383.39,0.8429
Rhineland Production Facility,Berlin,Automotive Supply,Finance & Accounting,2023-08-27,Electricity,Scope 1,468.94,0.2986
Rhineland Production Facility,Berlin,Automotive Supply,Logistics,2023-08-27,Electricity,Scope 1,468.94,0.2986
Rhineland Production Facility,Berlin,Automotive Supply,maintenance repair,2023-08-27,Electricity,Scope 1,468.94,0.2986
Rhineland Production Facility,Berlin,Automotive Supply,quality control,2023-08-27,Electricity,Scope 1,468.94,0.2986
Rhineland Production Facility,Berlin,Automotive Supply,Finance & Accounting,2023-09-01,Lpg,Scope 1,317.62,0.1658
Rhineland Production Facility,Berlin,Automotive Supply,Logistics,2023-09-01,Lpg,Scope 1,317.62,0.1658
Rhineland Production Facility,Berlin,Automotive Supply,maintenance repair,2023-09-01,Lpg,Scope 1,317.62,0.1658
Rhineland Production Facility,Berlin,Automotive Supply,quality control,2023-09-01,Lpg,Scope 1,317.62,0.1658
Rhineland Production Facility,Berlin,Automotive Supply,Finance & Accounting,2023-09-04,Electricity,Scope 2,655.19,0.4133
