record_id;facility_code;department_id;date;energy_type;scope;consumption_amount;unit;co2_emission_tons
5710;FAC-008;DPT-0037;31.03.2022;natural gas;scope 2;478.11;kWh;0.3284
5711;FAC-008;DPT-0035;1.08.2024;Petrol;scope 2;757.18;Liter;0.5333
5712;FAC-008;DPT-0037;3.12.2024;natural gas;Scope 2;993.38;liter;0.6623
5713;FAC-008;DPT-0035;23.09.2022;Electricity;Scope 2;1328.77;kwh;
5714;FAC-008;DPT-0036;6.09.2022;Petrol;scope 1;787.98;KWH;0.6114
5715;FAC-008;DPT-0037;10.05.2022;NATURAL GAS;;803.24;LT;0.6765
5716;FAC-008;DPT-0035;7.02.2024;diesel;SCOPE 2;3488.16;Liter;18.729
5717;FAC-008;DPT-0037;4.04.2023;Natural Gas;SCOPE 1;1674.46;kwh;10.203
5718;FAC-008;DPT-0035;2.10.2023;lpg;;693.69;liter;0.547
5719;FAC-008;DPT-0035;1.01.2023;natural gas;Scope 2;810.15;M3;0.6508
5720;FAC-008;DPT-0038;20.08.2022;Electricity;scope 2;;M3;20.249
5721;FAC-008;DPT-0038;7.05.2022;DIESEL;SCOPE 2;1331.94;KWH;0.8277
5722;FAC-008;DPT-0036;27.05.2024;NATURAL GAS;SCOPE 1;1817.38;LT;0.6845
5723;FAC-008;DPT-0035;10-18-2022;natural gas;SCOPE 2;680.43;m3;0.3129
5724;FAC-008;DPT-0038;29.11.2023;DIESEL;Scope 1;621.63;Liter;0.2295
5725;FAC-008;DPT-0035;12.09.2024;Petrol;SCOPE 2;-2281.84;Liter;
5726;FAC-008;DPT-0038;8.04.2024;lpg;;855.12;m3;N/A
5727;FAC-008;DPT-0037;7.01.2023;NATURAL GAS;Scope 2;845.44;Liter;0.2231
5728;FAC-008;DPT-0036;30.06.2024;diesel;scope 1;646.99;KWH;0.25
5729;FAC-008;DPT-0037;25.08.2023;electricity;;1770.95;M3;12.498
5730;FAC-008;DPT-0035;22.11.2023;diesel;scope 1;1029.1;kwh;0.5925
5731;FAC-008;DPT-0036;11-24-2024;Natural Gas;Scope 2;361.29;m3;
5732;FAC-008;DPT-0038;7.02.2023;lpg;scope 1;;m3;0.397
5733;FAC-008;DPT-0037;08-22-2024;natural gas;SCOPE 2;2016.32;Liter;13.489
5734;FAC-008;DPT-0035;22.04.2024;Diesel;scope 2;1046.27;kwh;0.6783
5735;FAC-008;DPT-0037;04-24-2024;natural gas;SCOPE 2;1782.57;kwh;0.5675
5736;FAC-008;DPT-0037;24.06.2023;lpg;Scope 2;1182.8;liter;0.9711
5737;FAC-008;DPT-0038;8.04.2023;Electricity;SCOPE 1;404.51;M3;0.1245
5738;FAC-008;DPT-0036;12.02.2024;DIESEL;scope 1;1271.25;Liter;0.385
5739;FAC-008;DPT-0037;24.06.2024;LPG;Scope 1;869.89;M3;0.6951
5740;FAC-008;DPT-0035;3.02.2024;electricity;SCOPE 1;605.46;LT;0.4879
5741;FAC-008;DPT-0037;15.04.2023;natural gas;SCOPE 1;646.5;m3;0.5223
5742;FAC-008;DPT-0037;17.07.2024;LPG;scope 1;1753.1;Liter;11.842
5743;FAC-008;DPT-0036;16.01.2022;natural gas;SCOPE 1;-1070.9;m3;
5744;FAC-008;DPT-0038;4.06.2024;lpg;SCOPE 2;1018.89;Liter;0.6332
5745;FAC-008;;14.01.2024;ELECTRICITY;scope 2;2429.19;Liter;14.328
5746;FAC-008;DPT-0036;18.01.2024;diesel;SCOPE 2;529.44;Liter;
5747;FAC-008;DPT-0037;10-21-2023;lpg;;840.14;kwh;0.2786
5748;FAC-008;DPT-0035;3.04.2024;Natural Gas;Scope 2;565.41;Liter;0.3123
5749;FAC-008;DPT-0038;27.10.2022;Electricity;Scope 1;;KWH;0.7893
5750;FAC-008;DPT-0037;30.05.2024;electricity;scope 2;1031.73;KWH;0.4783
5751;FAC-008;DPT-0035;08-26-2024;diesel;;690.82;m3;0.459
5752;FAC-008;DPT-0035;14.05.2023;Diesel;Scope 1;755.97;kwh;0.1964
5753;FAC-008;DPT-0035;2.10.2022;Natural Gas;SCOPE 1;1640.63;liter;0.7385
5754;FAC-008;DPT-0036;10.09.2022;electricity;;1921.0;M3;12.164
5755;FAC-008;;5.02.2024;diesel;scope 1;590.47;LT;
5756;FAC-008;DPT-0035;6.07.2023;DIESEL;SCOPE 2;-3968.4;Liter;
5757;FAC-008;DPT-0035;7.02.2023;Electricity;;-295.59;KWH;
5758;FAC-008;DPT-0036;10-28-2023;LPG;scope 2;391.08;kwh;0.3249
5759;FAC-008;DPT-0035;13.01.2023;ELECTRICITY;scope 2;731.54;KWH;0.5988
5760;FAC-008;DPT-0036;7.06.2024;natural gas;SCOPE 1;506.93;Liter;
5761;FAC-008;DPT-0036;15.05.2024;LPG;;458.93;KWH;
5762;FAC-008;DPT-0038;15.08.2024;LPG;Scope 1;1890.69;liter;13.431
5763;FAC-008;DPT-0037;02-27-2022;ELECTRICITY;SCOPE 1;1285.45;m3;0.3676
5764;FAC-008;DPT-0035;29.07.2023;DIESEL;Scope 1;958.21;M3;0.6681
5765;FAC-008;DPT-0036;10-27-2022;Diesel;SCOPE 1;607.97;Liter;0.1889
5766;FAC-008;DPT-0036;18.06.2023;NATURAL GAS;SCOPE 1;405.01;kwh;
5767;FAC-008;DPT-0036;03-25-2023;LPG;scope 1;389.47;LT;0.1873
5768;FAC-008;DPT-0038;18.04.2024;NATURAL GAS;scope 2;1884.7;liter;10.888
5769;FAC-008;DPT-0038;7.02.2024;Petrol;;unknown;Liter;1.397
5770;FAC-008;DPT-0036;7.06.2023;Natural Gas;Scope 1;744.25;LT;0.299
5771;FAC-008;DPT-0037;7.05.2022;Natural Gas;Scope 1;273.9;LT;0.205
5772;FAC-008;DPT-0037;6.03.2022;diesel;;1360.41;kWh;10.128
5773;FAC-008;DPT-0036;6.03.2022;ELECTRICITY;SCOPE 1;746.26;m3;0.5605
5774;FAC-008;;7.03.2023;lpg;SCOPE 2;1686.75;M3;
5775;FAC-008;DPT-0036;12.05.2022;LPG;scope 2;384.15;KWH;none
5776;FAC-008;DPT-0037;4.03.2024;diesel;scope 1;952.89;KWH;0.6306
5777;FAC-008;DPT-0037;23.01.2022;Electricity;;355.16;liter;0.1256
5778;FAC-008;DPT-0037;2.01.2023;natural gas;scope 2;518.01;liter;0.4082
5779;FAC-008;DPT-0036;12-29-2023;diesel;SCOPE 1;508.28;kWh;0.3574
5780;FAC-008;DPT-0036;28.05.2022;LPG;Scope 1;735.73;m3;0.5643
5781;FAC-008;DPT-0036;16.10.2023;DIESEL;scope 2;1988.16;m3;0.5082
5782;FAC-008;DPT-0037;29.08.2023;NATURAL GAS;Scope 1;987.83;kWh;0.8353
5783;FAC-008;DPT-0038;27.07.2024;diesel;SCOPE 1;1508.94;KWH;0.8055
5784;FAC-008;DPT-0035;13.02.2024;natural gas;scope 2;945.88;Liter;
5785;FAC-008;DPT-0038;3.04.2023;DIESEL;;662.9;liter;0.1837
5786;FAC-008;DPT-0037;22.09.2024;electricity;;141.65;m3;0.0854
5787;FAC-008;DPT-0036;16.11.2022;Diesel;;401.55;kwh;0.1072
5788;FAC-008;DPT-0038;04-14-2023;electricity;Scope 1;896.15;M3;0.6372
5789;FAC-008;DPT-0037;5.04.2024;diesel;scope 2;1008.97;m3;0.751
5790;FAC-008;;22.01.2023;NATURAL GAS;SCOPE 2;1690.68;kwh;12.624
5791;FAC-008;DPT-0036;5.02.2024;natural gas;Scope 1;212.88;M3;0.1415
5792;FAC-008;DPT-0035;20.08.2023;Diesel;Scope 2;3125.35;KWH;13.612
5793;FAC-008;DPT-0038;19.04.2022;Natural Gas;Scope 2;139.83;LT;NULL
5794;FAC-008;DPT-0038;22.03.2022;LPG;;855.87;kWh;0.2782
5795;FAC-008;DPT-0035;14.01.2022;lpg;SCOPE 1;575.14;LT;0.3285
5796;FAC-008;DPT-0035;8.05.2022;natural gas;Scope 2;407.56;kWh;0.1363
5797;FAC-008;DPT-0038;17.05.2024;DIESEL;Scope 2;2333.85;M3;0.7877
5798;FAC-008;DPT-0038;15.03.2022;diesel;scope 2;593.18;Liter;0.1801
5799;FAC-008;DPT-0037;13.10.2024;electricity;SCOPE 1;197.47;kwh;0.0909
5800;FAC-008;DPT-0037;8.05.2024;Electricity;;312.55;m3;0.0955
5801;FAC-008;DPT-0038;06-14-2024;diesel;scope 2;1825.65;M3;
5802;FAC-008;DPT-0036;15.04.2024;NATURAL GAS;SCOPE 1;326.25;m3;0.19
5803;FAC-008;;26.02.2024;natural gas;;-257.53;KWH;
5804;FAC-008;DPT-0036;20.10.2024;electricity;SCOPE 2;;kWh;0.597
5805;FAC-008;DPT-0035;14.05.2022;natural gas;SCOPE 1;;liter;0.2109
5806;FAC-008;DPT-0036;26.05.2024;ELECTRICITY;SCOPE 2;1223.42;Liter;0.7037
5807;FAC-008;;14.01.2024;Natural Gas;;-665.15;M3;
5808;FAC-008;DPT-0035;3.03.2024;diesel;SCOPE 1;1449.2;kwh;0.4193
5809;FAC-008;DPT-0036;7.05.2023;diesel;;285.96;m3;0.0853
5810;FAC-008;DPT-0035;1.11.2024;DIESEL;scope 2;-238.51;LT;
5811;FAC-008;DPT-0038;31.08.2023;Electricity;SCOPE 2;1088.0;Liter;0.8921
5812;FAC-008;DPT-0037;11.10.2024;NATURAL GAS;SCOPE 2;732.68;KWH;
5813;FAC-008;DPT-0035;6.06.2023;natural gas;scope 1;638.14;kwh;0.3558
5814;FAC-008;DPT-0037;05-26-2022;ELECTRICITY;Scope 2;1359.92;liter;0.4779
5815;FAC-008;DPT-0037;9.03.2023;LPG;Scope 2;3409.02;kWh;17.342
5816;FAC-008;DPT-0036;15.05.2023;electricity;Scope 2;244.19;liter;0.0792
5817;FAC-008;DPT-0035;3.09.2023;lpg;scope 1;2035.19;kwh;14.154
5818;FAC-008;DPT-0035;19.03.2023;diesel;;1399.09;m3;0.3749
5819;FAC-008;DPT-0035;15.05.2024;electricity;Scope 1;616.88;kwh;0.4523
5820;FAC-008;DPT-0035;13.10.2023;Diesel;scope 1;2445.54;m3;10.016
5821;FAC-008;DPT-0035;14.07.2024;LPG;;314.18;kWh;0.1809
5822;FAC-008;DPT-0035;21.11.2022;LPG;scope 2;1194.33;liter;0.5019
5823;FAC-008;DPT-0036;24.03.2022;natural gas;SCOPE 2;779.21;kwh;0.4154
5824;FAC-008;DPT-0037;3.03.2024;Petrol;Scope 2;616.97;liter;#N/A
5825;FAC-008;DPT-0035;9.11.2024;Diesel;SCOPE 1;354.9;M3;0.2214
5826;FAC-008;DPT-0037;07-22-2023;Natural Gas;;4274.84;LT;17.154
5827;FAC-008;DPT-0036;03-23-2023;natural gas;;612.98;kWh;0.2166
5828;FAC-008;;13.02.2024;ELECTRICITY;SCOPE 2;86.62;M3;0.0403
5829;FAC-008;DPT-0037;19.12.2023;ELECTRICITY;Scope 1;1554.33;LT;0.4433
5830;FAC-008;DPT-0037;03-15-2023;Petrol;;1123.93;kWh;0.9141
5831;FAC-008;DPT-0037;12.01.2024;Petrol;SCOPE 2;725.0;M3;0.2568
5832;FAC-008;;13.08.2023;LPG;;674.09;KWH;0.3845
5833;FAC-008;DPT-0037;24.09.2022;LPG;Scope 2;843.8;liter;0.371
5834;FAC-008;DPT-0035;25.04.2023;Natural Gas;;1563.05;Liter;0.9356
5835;FAC-008;DPT-0035;29.05.2023;Natural Gas;SCOPE 2;1134.97;kWh;0.471
5836;FAC-008;DPT-0035;13.02.2023;Natural Gas;SCOPE 2;1265.62;m3;
5837;FAC-008;DPT-0038;15.08.2023;Diesel;Scope 2;1265.16;KWH;10.565
5838;FAC-008;DPT-0036;12.09.2022;ELECTRICITY;scope 2;1610.18;Liter;0.4221
5839;FAC-008;DPT-0036;12.01.2024;DIESEL;;1923.61;M3;#N/A
5840;FAC-008;DPT-0037;29.06.2022;diesel;;526.8;liter;0.1742
5841;FAC-008;DPT-0036;9.11.2024;ELECTRICITY;SCOPE 2;1021.39;LT;
5842;FAC-008;DPT-0037;16.09.2022;ELECTRICITY;scope 2;1865.09;KWH;14.857
5843;FAC-008;DPT-0037;15.10.2022;Diesel;Scope 2;523.64;M3;0.3634
5844;FAC-008;DPT-0038;18.12.2024;LPG;Scope 2;2143.59;Liter;11.104
5845;FAC-008;DPT-0036;30.09.2023;electricity;;519.88;M3;0.219
5846;FAC-008;DPT-0036;22.02.2022;ELECTRICITY;scope 1;1164.06;m3;0.7716
5847;FAC-008;DPT-0035;8.07.2023;Natural Gas;;734.6;m3;0.5028
5848;FAC-008;DPT-0038;07-30-2022;lpg;scope 2;647.23;liter;0.5267
5849;FAC-008;DPT-0036;8.03.2022;Natural Gas;scope 1;1223.03;LT;0.5757
5850;FAC-008;DPT-0037;2.01.2022;electricity;SCOPE 1;1933.91;kWh;
5851;FAC-008;DPT-0038;14.04.2024;ELECTRICITY;;721.48;liter;0.4054
5852;FAC-008;DPT-0038;19.01.2023;diesel;Scope 2;2047.39;liter;15.224
5853;FAC-008;;29.11.2024;Electricity;;504.57;kwh;0.384
5854;FAC-008;DPT-0036;27.01.2022;Natural Gas;;1952.28;kwh;13.075
5855;FAC-008;DPT-0036;02-15-2024;Diesel;;967.17;M3;0.4358
5856;FAC-008;DPT-0038;31.12.2022;LPG;scope 2;1115.47;kWh;0.4082
5857;FAC-008;DPT-0038;13.08.2023;diesel;Scope 1;345.58;Liter;0.2656
5858;FAC-008;DPT-0037;2.11.2022;NATURAL GAS;Scope 2;626.72;LT;0.1674
5859;FAC-008;DPT-0037;27.10.2024;Electricity;SCOPE 1;877.78;m3;0.6675
5860;FAC-008;DPT-0036;30.08.2023;lpg;;1796.09;liter;11.037
5861;FAC-008;DPT-0037;12.08.2022;electricity;Scope 1;766.28;LT;0.4056
5862;FAC-008;DPT-0037;4.08.2022;Diesel;Scope 1;472.33;kwh;0.3107
5863;FAC-008;DPT-0038;22.06.2022;lpg;Scope 2;1052.75;LT;0.409
5864;FAC-008;DPT-0035;04-17-2024;electricity;Scope 2;2899.1;Liter;12.619
5865;FAC-008;;16.01.2022;lpg;scope 1;1134.26;kwh;0.4121
5866;FAC-008;DPT-0035;1.01.2022;natural gas;scope 2;759.67;LT;0.4762
5867;FAC-008;DPT-0036;02-22-2024;ELECTRICITY;scope 2;1059.07;KWH;0.2659
5868;FAC-008;DPT-0036;5.12.2022;natural gas;Scope 1;445.94;KWH;0.1884
5869;FAC-008;DPT-0036;5.09.2022;Petrol;scope 1;-2228.44;Liter;
5870;FAC-008;DPT-0035;16.03.2022;electricity;SCOPE 1;2203.81;M3;0.7977
5871;FAC-008;DPT-0035;22.06.2022;Petrol;scope 2;431.25;m3;0.1319
5872;FAC-008;DPT-0035;2.01.2023;ELECTRICITY;SCOPE 2;2168.53;m3;11.659
5873;FAC-008;DPT-0037;17.08.2024;diesel;SCOPE 1;1066.64;LT;0.3448
5874;FAC-008;;30.07.2022;natural gas;SCOPE 2;1417.92;m3;10.479
5875;FAC-008;DPT-0038;1.03.2022;LPG;scope 1;890.98;kWh;0.2646
5876;FAC-008;DPT-0038;22.02.2022;diesel;Scope 2;939.84;kwh;
5877;FAC-008;DPT-0037;23.02.2023;DIESEL;scope 1;556.91;Liter;0.3697
5878;FAC-008;DPT-0036;8.08.2024;lpg;SCOPE 1;none;liter;0.1919
5879;FAC-008;DPT-0036;09-29-2023;lpg;Scope 1;417.89;KWH;0.307
5880;FAC-008;DPT-0038;12.05.2022;LPG;;1831.15;kWh;13.343
5881;FAC-008;DPT-0038;13.06.2024;Petrol;scope 1;1017.75;kWh;0.7836
5882;FAC-008;DPT-0036;15.08.2023;NATURAL GAS;Scope 1;453.43;kwh;0.1517
5883;FAC-008;DPT-0038;5.05.2022;natural gas;;960.0;kwh;0.5394
5884;FAC-008;DPT-0037;01-27-2022;natural gas;scope 1;208.62;LT;
5885;FAC-008;DPT-0038;9.09.2023;DIESEL;SCOPE 1;446.09;LT;0.2029
5886;FAC-008;DPT-0038;4.02.2023;natural gas;Scope 2;1948.4;m3;0.5984
5887;FAC-008;DPT-0035;31.10.2024;LPG;Scope 2;603.72;m3;0.201
5888;FAC-008;DPT-0036;9.11.2022;LPG;scope 2;1795.32;liter;14.641
5889;FAC-008;DPT-0035;4.01.2024;natural gas;scope 2;839.16;KWH;
5890;FAC-008;DPT-0037;03-13-2022;NATURAL GAS;SCOPE 2;1424.23;kwh;10.194
5891;FAC-008;;27.06.2022;diesel;Scope 2;359.05;KWH;0.1587
5892;FAC-008;DPT-0037;27.09.2022;diesel;Scope 2;1283.12;kwh;0.7701
5893;FAC-008;DPT-0038;20.04.2024;Electricity;SCOPE 2;106.37;Liter;0.0455
5894;FAC-008;DPT-0037;7.08.2023;Diesel;Scope 2;647.04;kwh;0.3681
5895;FAC-008;DPT-0035;11-26-2022;ELECTRICITY;scope 1;2016.06;KWH;17.004
5896;FAC-008;DPT-0037;21.06.2022;Diesel;scope 2;917.33;Liter;0.364
5897;FAC-008;DPT-0038;28.08.2023;Natural Gas;scope 2;428.36;kWh;0.1072
5898;FAC-008;DPT-0037;6.11.2023;Petrol;SCOPE 2;;KWH;Oca.24
5899;FAC-008;DPT-0038;26.10.2022;Natural Gas;;3123.37;kwh;14.184
5900;FAC-008;DPT-0038;05-17-2024;Diesel;;744.64;Liter;0.2315
5901;FAC-008;DPT-0035;7.11.2024;ELECTRICITY;;223.56;KWH;0.0886
5902;FAC-008;DPT-0038;1.12.2023;Petrol;;926.65;kwh;0.4486
5903;FAC-008;DPT-0038;06-21-2022;Diesel;scope 1;1482.37;m3;0.5237
5904;FAC-008;DPT-0037;18.03.2023;lpg;Scope 2;775.2;liter;
5905;FAC-008;;5.09.2024;LPG;Scope 1;#N/A;Liter;0.1016
5906;FAC-008;DPT-0037;24.07.2022;LPG;scope 2;;M3;0.6184
5907;FAC-008;DPT-0035;1.10.2023;NATURAL GAS;;507.06;liter;0.2463
5908;FAC-008;DPT-0037;19.09.2023;Electricity;Scope 2;-639.9;liter;
5909;FAC-008;DPT-0036;8.04.2024;electricity;;234.23;KWH;0.0769
5910;FAC-008;DPT-0036;21.11.2023;Diesel;;76.84;m3;0.0295
5911;FAC-008;;27.09.2024;DIESEL;;347.92;kwh;
5912;FAC-008;DPT-0038;15.06.2023;lpg;;597.35;liter;
5913;FAC-008;DPT-0038;17.11.2022;Diesel;SCOPE 1;587.34;kwh;
5914;FAC-008;DPT-0037;7.01.2023;Petrol;SCOPE 1;2293.81;LT;10.405
5915;FAC-008;DPT-0036;30.05.2022;Petrol;scope 2;387.08;LT;0.1667
5916;FAC-008;;4.02.2022;Electricity;Scope 2;1696.49;m3;0.6314
5917;FAC-008;DPT-0038;24.05.2023;diesel;scope 2;993.39;KWH;0.254
5918;FAC-008;DPT-0038;16.01.2024;lpg;SCOPE 1;unknown;KWH;12.332
5919;FAC-008;DPT-0038;02-27-2022;Electricity;SCOPE 2;848.99;M3;0.4812
5920;FAC-008;DPT-0038;17.02.2023;Diesel;Scope 2;139.35;Liter;0.0885
5921;FAC-008;DPT-0038;01-27-2022;diesel;Scope 1;795.09;kWh;0.5847
5922;FAC-008;DPT-0037;09-19-2024;diesel;SCOPE 2;82.43;kWh;0.0542
5923;FAC-008;DPT-0036;19.10.2022;Petrol;Scope 2;342.16;Liter;0.0992
5924;FAC-008;DPT-0037;02-17-2022;lpg;;804.21;m3;0.3635
5925;FAC-008;DPT-0037;24.12.2023;LPG;scope 1;818.54;M3;0.2414
5926;FAC-008;DPT-0038;11.10.2022;ELECTRICITY;;1658.84;m3;0.628
5927;FAC-008;DPT-0038;8.02.2023;diesel;scope 2;1211.38;liter;0.3677
5928;FAC-008;DPT-0037;3.05.2022;natural gas;Scope 1;2353.35;m3;16.214
5929;FAC-008;DPT-0038;9.04.2024;ELECTRICITY;Scope 2;1657.61;M3;0.5906
5930;FAC-008;DPT-0038;23.10.2023;NATURAL GAS;scope 1;1524.8;KWH;
5931;FAC-008;DPT-0035;30.09.2022;DIESEL;Scope 1;2961.02;kwh;10.724
5932;FAC-008;DPT-0037;2.09.2022;DIESEL;;1604.58;kWh;0.7163
5933;FAC-008;;12.06.2024;NATURAL GAS;SCOPE 2;2103.44;m3;
5934;FAC-008;DPT-0036;26.05.2022;lpg;SCOPE 1;209.86;Liter;0.1725
5935;FAC-008;DPT-0038;16.06.2022;lpg;SCOPE 1;709.11;m3;0.3429
5936;FAC-008;DPT-0036;23.11.2022;diesel;SCOPE 2;1176.83;LT;0.4552
5937;FAC-008;DPT-0035;28.02.2022;lpg;SCOPE 2;946.01;kwh;0.792
5938;FAC-008;DPT-0037;21.08.2023;natural gas;SCOPE 1;492.54;KWH;0.3435
5939;FAC-008;DPT-0036;2.10.2023;LPG;;1536.97;LT;
5940;FAC-008;DPT-0036;26.06.2023;Diesel;;1783.76;liter;13.049
5941;FAC-008;DPT-0036;26.09.2024;DIESEL;Scope 1;844.04;m3;
5942;FAC-008;DPT-0038;21.04.2023;LPG;scope 2;736.79;kWh;0.3754
5943;FAC-008;DPT-0037;11-22-2023;NATURAL GAS;scope 1;607.96;m3;0.1632
5944;FAC-008;DPT-0038;30.06.2023;diesel;Scope 1;1579.91;Liter;
5945;FAC-008;DPT-0038;12.11.2024;diesel;Scope 2;725.7;kWh;0.4385
5946;FAC-008;DPT-0038;08-17-2024;lpg;Scope 2;924.97;m3;
5947;FAC-008;DPT-0037;17.05.2024;Electricity;SCOPE 2;1960.96;kwh;10.214
5948;FAC-008;DPT-0036;21.08.2023;LPG;SCOPE 2;1100.02;m3;0.5464
5949;FAC-008;DPT-0035;21.04.2024;NATURAL GAS;;925.1;KWH;0.4351
5950;FAC-008;DPT-0038;28.06.2024;Electricity;scope 2;569.25;M3;0.2303
5951;FAC-008;DPT-0036;8.09.2022;diesel;Scope 1;888.22;LT;0.3214
5952;FAC-008;DPT-0035;03-23-2022;diesel;;504.95;liter;none
5953;FAC-008;DPT-0037;19.06.2022;natural gas;;1052.76;KWH;0.3046
5954;FAC-008;DPT-0038;31.08.2022;natural gas;;627.05;liter;0.5198
5955;FAC-008;DPT-0036;7.03.2022;natural gas;;691.51;liter;0.3483
5956;FAC-008;DPT-0038;14.03.2023;Electricity;Scope 2;893.25;kwh;0.4479
5957;FAC-008;DPT-0036;15.09.2024;Petrol;SCOPE 2;2544.24;M3;-
5958;FAC-008;DPT-0037;21.11.2022;lpg;;1162.83;kwh;0.7054
5959;FAC-008;DPT-0035;02-26-2022;Petrol;;345.57;kWh;0.2763
5960;FAC-008;DPT-0035;2.10.2024;electricity;SCOPE 2;725.6;m3;0.4897
5961;FAC-008;DPT-0037;30.07.2022;electricity;scope 2;580.17;liter;0.4038
5962;FAC-008;DPT-0038;4.07.2023;DIESEL;;559.55;KWH;
5963;FAC-008;DPT-0037;2.04.2024;LPG;;576.13;liter;
5964;FAC-008;DPT-0035;07-29-2023;Electricity;scope 1;741.36;liter;0.4338
5965;FAC-008;DPT-0036;8.09.2024;LPG;Scope 2;515.72;Liter;0.3007
5966;FAC-008;;18.08.2023;Electricity;SCOPE 2;517.67;Liter;0.3695
5967;FAC-008;DPT-0036;26.11.2023;DIESEL;scope 2;581.97;m3;0.2812
5968;FAC-008;DPT-0035;09-24-2022;ELECTRICITY;Scope 2;559.94;m3;0.2551
5969;FAC-008;DPT-0036;1.12.2024;Petrol;SCOPE 2;454.75;M3;0.2934
5970;FAC-008;DPT-0035;15.10.2022;Natural Gas;scope 2;1342.64;KWH;0.4531
5971;FAC-008;DPT-0037;6.11.2023;lpg;scope 1;668.52;liter;0.4351
5972;FAC-008;DPT-0037;14.03.2022;Petrol;Scope 1;766.89;liter;0.5991
5973;FAC-008;DPT-0037;16.09.2022;natural gas;;723.42;kwh;0.6113
5974;FAC-008;DPT-0038;19.03.2022;Diesel;scope 2;542.69;M3;0.4087
5975;FAC-008;DPT-0038;9.04.2022;Electricity;SCOPE 1;440.26;kWh;0.1243
5976;FAC-008;DPT-0037;25.12.2023;diesel;scope 1;1431.44;Liter;11.131
5977;FAC-008;DPT-0037;31.08.2024;LPG;scope 2;461.31;liter;0.2424
5978;FAC-008;DPT-0038;09-25-2024;diesel;SCOPE 1;480.1;Liter;0.2774
5979;FAC-008;DPT-0038;2.07.2023;diesel;;1719.61;KWH;1.051
5980;FAC-008;DPT-0037;6.08.2022;Electricity;Scope 1;589.52;M3;0.4964
5981;FAC-008;DPT-0035;4.11.2023;diesel;scope 2;887.91;kWh;
5982;FAC-008;DPT-0038;5.10.2022;Diesel;Scope 2;697.47;KWH;0.5463
5983;FAC-008;DPT-0038;2.11.2024;DIESEL;;863.56;kwh;0.3057
5984;FAC-008;DPT-0037;17.03.2024;lpg;scope 2;2249.18;liter;19.111
5985;FAC-008;DPT-0036;29.11.2022;Diesel;scope 1;505.79;kWh;0.1655
5986;FAC-008;DPT-0036;9.11.2024;Diesel;Scope 2;1345.7;kWh;10.378
5987;FAC-008;DPT-0038;6.02.2022;ELECTRICITY;;1427.8;Liter;1.209
5988;FAC-008;DPT-0036;27.05.2024;DIESEL;SCOPE 2;1358.3;LT;10.944
5989;FAC-008;DPT-0036;2.12.2024;diesel;SCOPE 1;2186.01;m3;14.457
5990;FAC-008;DPT-0038;20.11.2022;Petrol;scope 1;129.17;LT;0.0913
5991;FAC-008;DPT-0036;10-16-2023;NATURAL GAS;Scope 1;273.59;Liter;0.1459
5992;FAC-008;DPT-0037;17.02.2023;Petrol;Scope 1;431.64;LT;0.1843
5993;FAC-008;DPT-0037;4.08.2022;lpg;;615.76;KWH;0.5046
5994;FAC-008;DPT-0038;23.02.2024;Electricity;SCOPE 2;1064.7;Liter;0.4938
5995;FAC-008;DPT-0038;17.04.2023;Natural Gas;;451.21;m3;0.1506
5996;FAC-008;DPT-0037;2.09.2024;electricity;scope 1;448.36;liter;0.1517
5997;FAC-008;DPT-0035;2.05.2024;electricity;Scope 1;951.45;kWh;0.7446
5998;FAC-008;DPT-0037;1.10.2023;electricity;;1243.64;kWh;0.6922
5999;FAC-008;DPT-0036;15.02.2022;LPG;SCOPE 2;876.6;kWh;0.6318
6000;FAC-008;DPT-0038;24.09.2022;Natural Gas;;1285.93;liter;0.7649
6001;FAC-008;DPT-0035;15.05.2023;diesel;Scope 1;;M3;0.1539
6002;FAC-008;DPT-0037;3.11.2023;natural gas;SCOPE 2;516.4;kWh;0.2306
6003;FAC-008;;27.11.2022;Electricity;;415.39;KWH;0.2085
6004;FAC-008;DPT-0035;21.09.2024;Petrol;scope 2;-589.67;m3;
6005;FAC-008;DPT-0035;12.10.2024;DIESEL;;842.97;Liter;0.7143
6006;FAC-008;;08-18-2023;lpg;SCOPE 1;178.44;liter;0.0572
6007;FAC-008;DPT-0036;3.08.2024;Electricity;;584.98;M3;0.2287
6008;FAC-008;DPT-0038;10.02.2024;DIESEL;SCOPE 1;512.25;LT;0.1703
6009;FAC-008;DPT-0036;27.08.2024;Diesel;SCOPE 1;#N/A;liter;0.1116
6010;FAC-008;DPT-0035;23.02.2023;electricity;Scope 1;1307.37;liter;
6011;FAC-008;DPT-0038;23.10.2024;Diesel;SCOPE 1;872.97;M3;0.4739
6012;FAC-008;DPT-0035;30.12.2022;Diesel;Scope 2;592.89;kWh;0.3272
6013;FAC-008;DPT-0036;6.02.2022;ELECTRICITY;scope 1;2440.44;kwh;
6014;FAC-008;DPT-0035;01-13-2023;DIESEL;Scope 2;266.82;liter;0.1374
6015;FAC-008;DPT-0035;11.01.2022;electricity;;2527.12;kWh;0.6581
6016;FAC-008;DPT-0035;3.02.2022;Natural Gas;Scope 1;736.24;KWH;0.5895
6017;FAC-008;DPT-0036;04-30-2024;electricity;SCOPE 1;479.4;kWh;0.177
6018;FAC-008;DPT-0037;14.12.2023;Electricity;SCOPE 1;605.0;KWH;
